"","id","uniid"
"2734","YOR151C","P08518"
"2735","YPL120W","Q02948"
"2736","YOL053W","Q08223"
"2737","YPR025C","P37366"
"2738","YLL064C","P0CE91"
"2739","YLL064C","P0CE90"
"2740","YKR088C","P36164"
"2741","YOL123W","Q99383"
"2742","YGL094C","P53010"
"2743","YLR121C","Q12303"
"2744","YDR431W","Q04069"
"2745","YDR081C","P32896"
"2746","YCR012W","P00560"
"2747","YKR044W","P36137"
"2748","YNL220W","P80210"
"2749","YGR263C","P53324"
"2750","YJL186W","P46982"
"2751","YIL024C","P40543"
"2752","YPR070W","Q12321"
"2753","YJR084W","P47130"
"2754","YER050C","P40033"
"2755","YLR019W","Q07949"
"2756","YMR087W","Q04299"
"2757","YDR068W","P54858"
"2758","YGR059W","P41901"
"2759","YER046W-A","A0A023PZF5"
"2760","YLR067C","P32522"
"2761","YMR082C","Q04276"
"2762","YKL080W","P31412"
"2763","YIL137C","P40462"
"2764","YBL075C","P09435"
"2765","YGL246C","P53063"
"2766","YER035W","P40023"
"2767","YHR108W","P38817"
"2768","YML093W","Q04500"
"2769","YMR299C","Q04949"
"2770","YNL146W","P53906"
"2771","YOR155C","Q99312"
"2772","YGL143C","P30775"
"2773","YNL239W","Q01532"
"2774","YLL018C-A","Q3E731"
"2775","YNR073C","P0CX09"
"2776","YNR073C","P0CX08"
"2777","YJL095W","Q01389"
"2778","YDL117W","Q07533"
"2779","YGR271C-A","Q3E705"
"2780","YMR030W","Q05043"
"2781","YOL075C","Q08234"
"2782","YOL056W","Q12326"
"2783","YML053C","Q04978"
"2784","YCR045W-A","Q8TGQ2"
"2785","YIL022W","Q01852"
"2786","YBL005W-A","Q12266"
"2787","YMR073C","Q04772"
"2788","YDR224C","P02293"
"2789","YHL048C-A","Q3E758"
"2790","YER171W","P06839"
"2791","YDL010W","Q12438"
"2792","YNL141W","P53909"
"2793","YDR106W","Q04549"
"2794","YHR078W","P38799"
"2795","YDR270W","P38995"
"2796","YDR067C","Q12454"
"2797","YIL026C","P40541"
"2798","YOR098C","P20676"
"2799","YGR009C","P40357"
"2800","YCR003W","P25348"
"2801","YJL175W","P46991"
"2802","YML017W","P50109"
"2803","YGL122C","P32505"
"2804","YEL013W","P39968"
"2805","YMR128W","Q04217"
"2806","YLR268W","P22214"
"2807","YER160C","Q03619"
"2808","YEL055C","P39985"
"2809","YDL069C","P14066"
"2810","YMR065W","Q04746"
"2811","YIR020W-A","Q03886"
"2812","YMR169C","P54114"
"2813","YIL068C","P32844"
"2814","YLR125W","Q12138"
"2815","YLR387C","Q06709"
"2816","YPR183W","P14020"
"2817","YGR012W","P53206"
"2818","YOL024W","Q08172"
"2819","YKL092C","P33314"
"2820","YNL095C","P53932"
"2821","YBR007C","P38213"
"2822","YAL015C","P31378"
"2823","YGL253W","P04807"
"2824","YPL124W","P33419"
"2825","YDR233C","Q04947"
"2826","YOL076W","Q12387"
"2827","YOR196C","P32875"
"2828","YEL040W","P32623"
"2829","YCR075W-A","Q3E830"
"2830","YNL250W","P12753"
"2831","YMR252C","Q04814"
"2832","YER074W","P0CX32"
"2833","YER074W","P0CX31"
"2834","YDR269C","P87281"
"2835","YGR206W","P42939"
"2836","YLR312W-A","P36523"
"2837","YJL106W","P32581"
"2838","YKL189W","P32464"
"2839","YER152C","P10356"
"2840","YCL033C","P25566"
"2841","YGR006W","P33411"
"2842","YOR041C","Q08411"
"2843","YCR045C","P25381"
"2844","YLR088W","P39012"
"2845","YOL131W","Q08270"
"2846","YPL041C","Q03079"
"2847","YKL163W","Q03180"
"2848","YCR079W","P25646"
"2849","YNL306W","P42847"
"2850","YPR149W","Q12207"
"2851","YLR040C","Q07988"
"2852","YBR034C","P38074"
"2853","YPL187W","P01149"
"2854","YHR030C","Q00772"
"2855","YDR384C","Q12359"
"2856","YPR108W-A","Q3E7B3"
"2857","YMR052W","P46671"
"2858","YCR031C","P06367"
"2859","YGR124W","P49090"
"2860","YIL123W","P40472"
"2861","YJL178C","P46989"
"2862","YOR163W","Q99321"
"2863","YOR051C","Q08421"
"2864","YLR352W","Q06479"
"2865","YOL105C","Q12215"
"2866","YHR214C-B","O13535"
"2867","YKL018C-A","Q3E7A7"
"2868","YPL251W","Q12058"
"2869","YPR112C","Q06106"
"2870","YNR038W","P53734"
"2871","YDL192W","P11076"
"2872","YGR121W-A","Q3E816"
"2873","YLR334C","Q06127"
"2874","YPR157W","Q06466"
"2875","YIL109C","P40482"
"2876","YGL257C","P53059"
"2877","YFL066C","P43538"
"2878","YER099C","P38620"
"2879","YDR316W-B","P0C2I2"
"2880","YGR161C-D","Q12316"
"2881","YBR299W","P38158"
"2882","YNL182C","P53877"
"2883","YML042W","P32796"
"2884","YPR163C","P34167"
"2885","YLR009W","Q07915"
"2886","YGR152C","P13856"
"2887","YDR170C","P11075"
"2888","YDL124W","Q07551"
"2889","YDR268W","P04803"
"2890","YIL138C","P40414"
"2891","YER091C","P05694"
"2892","YOL064C","P32179"
"2893","YHR132W-A","Q9P305"
"2894","YOL110W","P41912"
"2895","YMR129W","P39685"
"2896","YLR153C","P52910"
"2897","YOL128C","Q12222"
"2898","YJL016W","P47072"
"2899","YLR074C","Q08004"
"2900","YJL197C-A","P0C5P0"
"2901","YOR085W","P48439"
"2902","YJL190C","P0C0W1"
"2903","YPL204W","P29295"
"2904","YOR284W","Q12134"
"2905","YOR159C","Q12330"
"2906","YER072W","P40046"
"2907","YDL004W","Q12165"
"2908","YOR188W","P21339"
"2909","YJL164C","P06244"
"2910","YKL002W","P36108"
"2911","YNL130C","P17898"
"2912","YER100W","P33296"
"2913","YDR228C","P39081"
"2914","YMR110C","Q04458"
"2915","YFL048C","P43555"
"2916","YBR247C","P38333"
"2917","YMR323W","P42222"
"2918","YPR117W","Q06116"
"2919","YKL018W","P36104"
"2920","YLR024C","Q07963"
"2921","YKR026C","P14741"
"2922","YNL091W","P53935"
"2923","YLL024C","P10592"
"2924","YDL159W","P06784"
"2925","YLR122C","Q12312"
"2926","YLR347C","Q06142"
"2927","YDR159W","P46674"
"2928","YPR031W","Q12311"
"2929","YGL187C","P04037"
"2930","YOR040W","Q12320"
"2931","YDR323C","P32609"
"2932","YJR095W","P33303"
"2933","YDR485C","Q03388"
"2934","YNL029C","P53966"
"2935","YOL020W","P38967"
"2936","YGR011W","P53205"
"2937","YJL013C","P47074"
"2938","YNL136W","P53911"
"2939","YLL057C","Q12358"
"2940","YER064C","P40041"
"2941","YBL057C","P34222"
"2942","YDL058W","P25386"
"2943","YKR035C","P36129"
"2944","YBL087C","P0CX41"
"2945","YBL087C","P0CX42"
"2946","YGL130W","Q01159"
"2947","YBR295W","P38360"
"2948","YMR035W","P46972"
"2949","YKR086W","P15938"
"2950","YPL181W","Q08923"
"2951","YOR075W","P41834"
"2952","YDR024W","Q99341"
"2953","YIL142C-A","A0A023PYI2"
"2954","YMR159C","Q03818"
"2955","YOR211C","P32266"
"2956","YGL084C","P53154"
"2957","YKL183W","P34234"
"2958","YDR541C","Q03049"
"2959","YPL245W","Q12179"
"2960","YGR118W","P0CX30"
"2961","YGR118W","P0CX29"
"2962","YDR369C","P33301"
"2963","YLR437C-A","Q8TGR0"
"2964","YOL049W","Q08220"
"2965","YJR044C","P47111"
"2966","YMR088C","Q04301"
"2967","YDR436W","P33329"
"2968","YIL083C","P40506"
"2969","YDR381C-A","Q3E6R5"
"2970","YDR230W","A0A023PZA9"
"2971","YHR133C","P38837"
"2972","YOR124C","Q01476"
"2973","YBR076W","P38246"
"2974","YDL064W","P50623"
"2975","YIL058W","P40521"
"2976","YJL103C","P42950"
"2977","YGR024C","P53215"
"2978","YDR127W","P08566"
"2979","YIL147C","P39928"
"2980","YML097C","P54787"
"2981","YNL051W","P53951"
"2982","YBR051W","P38233"
"2983","YMR097C","Q03151"
"2984","YNL059C","P53946"
"2985","YLR033W","Q07979"
"2986","YJR033C","P47104"
"2987","YMR253C","Q04835"
"2988","YPR050C","A0A023PZM3"
"2989","YFR032C-B","Q8TGU2"
"2990","YGL249W","P53061"
"2991","YHL040C","P38731"
"2992","YLR023C","Q07959"
"2993","YFL040W","P43562"
"2994","YBL098W","P38169"
"2995","YJR009C","P00358"
"2996","YPR180W","Q06624"
"2997","YGR148C","P24000"
"2998","YJL196C","P39540"
"2999","YHR105W","P38815"
"3000","YMR204C","Q03694"
"3001","YCR053W","P16120"
"3002","YLR085C","Q12509"
"3003","YDR069C","P32571"
"3004","YDL074C","Q07457"
"3005","YHR114W","P38822"
"3006","YLR137W","Q12367"
"3007","YOR346W","P12689"
"3008","YPR010C","P22138"
"3009","YGR257C","P53320"
"3010","YOR279C","Q12192"
"3011","YLR306W","P52491"
"3012","YGR242W","P53310"
"3013","YJL112W","P47025"
"3014","YBR036C","P35206"
"3015","YLR398C","P35207"
"3016","YEL022W","P39993"
"3017","YLR309C","Q06704"
"3018","YPL092W","P41930"
"3019","YDR282C","Q05648"
"3020","YIR018C-A","Q3E7Z3"
"3021","YLR446W","Q06204"
"3022","YPL227C","P40350"
"3023","YGR273C","P53329"
"3024","YMR184W","Q03233"
"3025","YBL081W","P38180"
"3026","YLR160C","P0CX79"
"3027","YLR160C","P0CX78"
"3028","YLR160C","P0CZ17"
"3029","YLR160C","P0CX77"
"3030","YFR046C","P43618"
"3031","YHR194W","P38880"
"3032","YJR142W","P47173"
"3033","YGL027C","P53008"
"3034","YLR423C","Q06410"
"3035","YBR182C-A","Q8TGU6"
"3036","YMR286W","P20084"
"3037","YDL036C","Q12069"
"3038","YBR213W","P15807"
"3039","YHR037W","P07275"
"3040","YOL159C-A","Q3E769"
"3041","YLR107W","Q12090"
"3042","YNR045W","P07390"
"3043","YER137W-A","A0A023PZG5"
"3044","YMR072W","Q02486"
"3045","YPL205C","Q08958"
"3046","YER166W","P32660"
"3047","YAL026C-A","A0A023PXH4"
"3048","YDL186W","P48568"
"3049","YDR152W","Q03768"
"3050","YDR216W","P07248"
"3051","YCR082W","P25649"
"3052","YER063W","P40040"
"3053","YHR045W","P38775"
"3054","YMR280C","P39113"
"3055","YNL090W","P06781"
"3056","YOR330C","P15801"
"3057","YPL072W","Q02863"
"3058","YKR091W","P36167"
"3059","YPL252C","Q12184"
"3060","YGL057C","P53171"
"3061","YNL049C","P53953"
"3062","YDL073W","Q07454"
"3063","YNL108C","P53929"
"3064","YEL042W","P32621"
"3065","YKL085W","P17505"
"3066","YJR018W","P47091"
"3067","YLR219W","Q05812"
"3068","YBR082C","P15731"
"3069","YGL173C","P22147"
"3070","YNL138W","P17555"
"3071","YOR072W-A","P0C5R2"
"3072","YLR355C","P06168"
"3073","YLR039C","P40395"
"3074","YHL032C","P32190"
"3075","YIL112W","P40480"
"3076","YHR002W","P38702"
"3077","YPL038W","Q03081"
"3078","YJR085C","P47131"
"3079","YPL196W","Q08952"
"3080","YER088W-B","Q8TGR4"
"3081","YBR161W","P38287"
"3082","YCR032W","P25356"
"3083","YGR218W","P30822"
"3084","YJL015C","P47073"
"3085","YOR234C","P41056"
"3086","YDR465C","Q03305"
"3087","YIL169C","P40442"
"3088","YLR296W","Q05898"
"3089","YCL030C","P00815"
"3090","YBR114W","P31244"
"3091","YLR284C","Q05871"
"3092","YOR017W","P32606"
"3093","YLR036C","Q07986"
"3094","YDR371W","Q06350"
"3095","YML099W-A","Q6B2I9"
"3096","YBR162W-A","P38374"
"3097","YIL095W","P40494"
"3098","YPL281C","P0CX10"
"3099","YPL281C","P0CX11"
"3100","YER105C","P40064"
"3101","YDR210W-A","Q03483"
"3102","YJR080C","P47127"
"3103","YIL055C","P40523"
"3104","YJR158W","P47185"
"3105","YLR081W","P13181"
"3106","YFL036W","P13433"
"3107","YEL053W-A","A0A023PXC2"
"3108","YGR290W","P53339"
"3109","YKL157W","P32454"
"3110","YER189W","P40104"
"3111","YKL113C","P26793"
"3112","YER014W","P40012"
"3113","YDL228C","Q07658"
"3114","YDL112W","Q07527"
"3115","YPR164W","Q06211"
"3116","YPR136C","O13569"
"3117","YER158C","P40095"
"3118","YGR294W","P53343"
"3119","YNL189W","Q02821"
"3120","YJL079C","P47032"
"3121","YER049W","P40032"
"3122","YKL109W","P14064"
"3123","YGR293C","P53342"
"3124","YDR179W-A","Q03983"
"3125","YBR280C","P38352"
"3126","YJL171C","P46992"
"3127","YLR369W","Q05931"
"3128","YBR259W","P38338"
"3129","YGL181W","P40956"
"3130","YML084W","Q04521"
"3131","YHR040W","P38772"
"3132","YKR102W","P36170"
"3133","YLR096W","P13186"
"3134","YMR320W","Q04897"
"3135","YDR475C","Q03361"
"3136","YMR270C","P53437"
"3137","YEL060C","P09232"
"3138","YJR023C","P47094"
"3139","YDL240W","P35688"
"3140","YDL226C","P35197"
"3141","YDR394W","P33298"
"3142","YER128W","P40080"
"3143","YDR324C","Q06679"
"3144","YGL198W","P53093"
"3145","YLR344W","P05743"
"3146","YBR223C","P38319"
"3147","YHR219W","P38900"
"3148","YAL022C","P31381"
"3149","YMR079W","P24280"
"3150","YHR071W","P38794"
"3151","YKR081C","P36160"
"3152","YLR280C","O13541"
"3153","YLR401C","Q06053"
"3154","YMR200W","Q03691"
"3155","YMR264W","P38428"
"3156","YBR165W","P38290"
"3157","YOL046C","Q08216"
"3158","YIL027C","P40540"
"3159","YNR049C","P53604"
"3160","YER155C","P39960"
"3161","YJL035C","P47058"
"3162","YPL249C","Q12344"
"3163","YPR038W","Q6B0V8"
"3164","YAL030W","P31109"
"3165","YLR131C","P21192"
"3166","YLR285C-A","Q3E771"
"3167","YAR014C","P27637"
"3168","YGL261C","Q3E770"
"3169","YGL261C","P0CE93"
"3170","YGL261C","P0CE92"
"3171","YLR162W","Q06235"
"3172","YER156C","P40093"
"3173","YBR238C","P38330"
"3174","YIL156W-A","A0A023PXG3"
"3175","YER066W","P40042"
"3176","YDR210W","Q03482"
"3177","YDL130W-A","P01098"
"3178","YLR233C","P17214"
"3179","YCL046W","P25575"
"3180","YDR147W","Q03764"
"3181","YPL127C","P53551"
"3182","YPL077C","Q02831"
"3183","YMR157C","Q03798"
"3184","YPL051W","Q02804"
"3185","YER111C","P25302"
"3186","YMR176W","Q03214"
"3187","YOR002W","Q12001"
"3188","YGL182C","P53103"
"3189","YAL061W","P39713"
"3190","YBR275C","P29539"
"3191","YOR175C","Q08548"
"3192","YER079C-A","A0A023PZB8"
"3193","YGR215W","P53305"
"3194","YKL161C","P36005"
"3195","YNL118C","P53550"
"3196","YNL037C","P28834"
"3197","YDR489W","Q03406"
"3198","YNR050C","P38999"
"3199","YGL179C","P43637"
"3200","YJL109C","P42945"
"3201","YML096W","Q04489"
"3202","YHR214C-E","Q8TGK0"
"3203","YGL235W","P53071"
"3204","YGR188C","P41695"
"3205","YMR089C","P40341"
"3206","YOR264W","Q08729"
"3207","YOL045W","Q08217"
"3208","YIL070C","P40513"
"3209","YPL207W","Q08960"
"3210","YBR079C","P38249"
"3211","YCR091W","P25341"
"3212","YKL190W","P25296"
"3213","YLR357W","Q06488"
"3214","YGL203C","P09620"
"3215","YHR077C","P38798"
"3216","YIL117C","P40476"
"3217","YMR307W","P22146"
"3218","YOL152W","Q12333"
"3219","YJR131W","P32906"
"3220","YJL003W","P47081"
"3221","YDR196C","Q03941"
"3222","YNL082W","P14242"
"3223","YDL195W","P38968"
"3224","YPR095C","Q06836"
"3225","YLL048C","P32386"
"3226","YBR003W","P18900"
"3227","YDR310C","P46676"
"3228","YGL148W","P28777"
"3229","YJR035W","P40352"
"3230","YKL023C-A","Q2V2P3"
"3231","YNR032W","P32838"
"3232","YOR245C","Q08650"
"3233","YPL102C","O13517"
"3234","YDL241W","Q07738"
"3235","YLR004C","Q07904"
"3236","YNL299W","P48561"
"3237","YJL057C","P47042"
"3238","YOL144W","Q08287"
"3239","YGL111W","P53136"
"3240","YBR181C","P0CX37"
"3241","YBR181C","P0CX38"
"3242","YLR062C","Q07992"
"3243","YCL038C","P25568"
"3244","YFR036W-A","A0A023PZD0"
"3245","YPR158W","Q06469"
"3246","YJR159W","P35497"
"3247","YJL222W-A","P0CL25"
"3248","YJL222W-A","P0CL26"
"3249","YOR313C","P09937"
"3250","YGL039W","P53183"
"3251","YDL207W","Q12315"
"3252","YPL257W-A","P0CX71"
"3253","YPL257W-A","P0CX70"
"3254","YPL257W-A","P0CX73"
"3255","YPL257W-A","P0CX72"
"3256","YOR014W","P38903"
"3257","YLR394W","Q06032"
"3258","YOL069W","P33895"
"3259","YAR019W-A","A0A023PXB0"
"3260","YML099C","P05085"
"3261","YNL231C","P53860"
"3262","YCR006C","P25350"
"3263","YJL159W","P32478"
"3264","YGL220W","P53082"
"3265","YER093C-A","P87275"
"3266","YLR042C","Q07990"
"3267","YLR425W","Q06412"
"3268","YOR187W","P02992"
"3269","YEL036C","P32629"
"3270","YJL125C","P46959"
"3271","YNL160W","P38616"
"3272","YNL107W","P53930"
"3273","YGR013W","P53207"
"3274","YLL066W-A","P0CY01"
"3275","YLL066W-A","P0CY00"
"3276","YLL066W-A","P0CX99"
"3277","YJL054W","P47045"
"3278","YDR330W","Q06682"
"3279","YMR214W","P25303"
"3280","YBR211C","P38313"
"3281","YBR058C","P38237"
"3282","YMR042W","P07249"
"3283","YNR008W","P40345"
"3284","YJR019C","P41903"
"3285","YIL177W-A","P0CL42"
"3286","YIL177W-A","P0CL41"
"3287","YKL208W","P36038"
"3288","YDL084W","Q07478"
"3289","YGL077C","P19807"
"3290","YAR019C","P27636"
"3291","YLR182W","P09959"
"3292","YNL121C","P07213"
"3293","YJR137C","P47169"
"3294","YMR308C","P32337"
"3295","YDL182W","P48570"
"3296","YMR309C","P32497"
"3297","YLR231C","Q05979"
"3298","YMR170C","P47771"
"3299","YDL208W","P32495"
"3300","YOR099W","P27810"
"3301","YOR293C-A","Q3E7Y7"
"3302","YAL043C","Q01329"
"3303","YDR531W","Q04430"
"3304","YAR071W","P35842"
"3305","YBR028C","P38070"
"3306","YKL103C","P14904"
"3307","YNL225C","P53865"
"3308","YLR055C","P38915"
"3309","YAR029W","P39549"
"3310","YPR074W-A","P0C5R6"
"3311","YDR486C","Q03390"
"3312","YDR377W","Q06405"
"3313","YIR023W","P21657"
"3314","YHR115C","P38823"
"3315","YPL007C","Q12308"
"3316","YDR248C","Q03786"
"3317","YGR027W-B","Q12141"
"3318","YHL037C","P38733"
"3319","YNL111C","P40312"
"3320","YDR415C","Q04033"
"3321","YPR032W","Q12038"
"3322","YFL059W","P43545"
"3323","YJL173C","P26755"
"3324","YDR298C","P09457"
"3325","YOR114W","Q12219"
"3326","YDR406W","Q04182"
"3327","YNR054C","P53743"
"3328","YCR071C","P25642"
"3329","YOL019W-A","Q8TGS2"
"3330","YDL138W","Q12300"
"3331","YHR199C","P38885"
"3332","YOL108C","P13902"
"3333","YHR154W","P38850"
"3334","YNR075W","P52924"
"3335","YLR302C","O13544"
"3336","YGR240C-A","Q3E786"
"3337","YHR038W","P38771"
"3338","YOR360C","P06776"
"3339","YNL008C","P53983"
"3340","YOR309C","Q12444"
"3341","YDL068W","Q07435"
"3342","YKL065C","P35723"
"3343","YMR191W","P42933"
"3344","YHR027C","P38764"
"3345","YJL194W","P09119"
"3346","YOR148C","Q02521"
"3347","YLR047C","Q12209"
"3348","YKR050W","P28584"
"3349","YLR225C","Q05948"
"3350","YDR219C","Q04922"
"3351","YCR090C","P25654"
"3352","Q0140","P02381"
"3353","YDR084C","P38962"
"3354","YMR168C","P40969"
"3355","YGL252C","P32608"
"3356","YGL221C","P53081"
"3357","YJR020W","P47092"
"3358","YKL114C","P22936"
"3359","YDR077W","Q01589"
"3360","YIL141W","P40461"
"3361","YPL103C","Q02883"
"3362","YJR155W","P47182"
"3363","YJR051W","P21375"
"3364","YLR167W","P05759"
"3365","YMR230W","P46784"
"3366","YPR079W","Q06815"
"3367","YJR148W","P47176"
"3368","YMR275C","P48524"
"3369","YJR102C","P47142"
"3370","YHR052W-A","P0CL32"
"3371","YHR052W-A","P0CL33"
"3372","YLR428C","O13564"
"3373","YER117W","P0CX41"
"3374","YER117W","P0CX42"
"3375","YIL102C-A","Q2V2P5"
"3376","YPL128C","Q02457"
"3377","YJR075W","P47124"
"3378","YPL149W","Q12380"
"3379","YGR147C","P37293"
"3380","YPL132W","P19516"
"3381","YLR409C","Q06078"
"3382","YDR121W","Q04603"
"3383","YOR176W","P16622"
"3384","YGR182C","P53300"
"3385","YNL190W","P53872"
"3386","YDL204W","Q12443"
"3387","YKL050C","P35736"
"3388","YOL081W","P19158"
"3389","YML133W-A","P0CL28"
"3390","YML133W-A","P0CL29"
"3391","YML133W-A","P0CL27"
"3392","YML133W-A","P0CL30"
"3393","YML133W-A","P0CL31"
"3394","YDR098C","Q03835"
"3395","YMR048W","Q04659"
"3396","YOL011W","Q08108"
"3397","YOR177C","Q08550"
"3398","YGR205W","P42938"
"3399","YLR188W","P33310"
"3400","YOL034W","Q08204"
"3401","YJR066W","P35169"
"3402","YFL021C-A","A0A023PXK7"
"3403","YCR050C","P25630"
"3404","YOR186C-A","Q8TGL3"
"3405","YHR159W","P38854"
"3406","YBL090W","P38175"
"3407","YPL139C","Q03010"
"3408","YBR203W","P38308"
"3409","YBR121C","P38088"
"3410","YGR109C","P32943"
"3411","YAL002W","P39702"
"3412","YKL215C","P28273"
"3413","YGR255C","P53318"
"3414","YIL120W","P40475"
"3415","YKL165C-A","P0C5P5"
"3416","YKR094C","P0CH09"
"3417","YKR094C","P0CH08"
"3418","YER175C","P32643"
"3419","YMR256C","P10174"
"3420","YDR070C","Q12497"
"3421","YEL064C","P39981"
"3422","YGL133W","P53125"
"3423","YPR156C","Q06451"
"3424","YER067W","P40043"
"3425","YOR003W","P25036"
"3426","YAL056W","P39717"
"3427","YGL067W","P53164"
"3428","YHL050W-A","P0C5B8"
"3429","YNL119W","P53923"
"3430","YNR035C","P53731"
"3431","YOR232W","P38523"
"3432","YMR092C","P46680"
"3433","YNL226W","P53864"
"3434","YOR317W","P30624"
"3435","YAR066W","P0CX18"
"3436","YAR066W","P0CX19"
"3437","YGR162W","P39935"
"3438","YPL249C-A","O14455"
"3439","YMR102C","Q03177"
"3440","YDL066W","P21954"
"3441","YOR387C","Q08910"
"3442","YGL070C","P27999"
"3443","YKL010C","P33202"
"3444","YDR543C","Q03051"
"3445","YJL076W","P47035"
"3446","YML025C","P51998"
"3447","YBR272C","P38348"
"3448","YDL111C","Q12277"
"3449","YIR030C","P32460"
"3450","YPR018W","Q12495"
"3451","YNL316C","P32452"
"3452","YGR161C","P53289"
"3453","YMR068W","Q04749"
"3454","YKL168C","P36004"
"3455","YIL011W","P40552"
"3456","YDR476C","Q03362"
"3457","YLR157C","P0CX79"
"3458","YLR157C","P0CX78"
"3459","YLR157C","P0CZ17"
"3460","YLR157C","P0CX77"
"3461","YGL165C","P53106"
"3462","YPL272C","Q08984"
"3463","YJL123C","P47018"
"3464","YJR078W","P47125"
"3465","YNL067W-A","P0C5Q8"
"3466","YHR080C","P38800"
"3467","YMR086W","Q04279"
"3468","YDR213W","Q12151"
"3469","YNL071W","P12695"
"3470","YDL113C","Q07528"
"3471","YJL137C","P47011"
"3472","YJL114W",""
"3473","YBL086C","P38177"
"3474","YGL006W","P38929"
"3475","YMR007W","Q03675"
"3476","YFR026C","P43604"
"3477","YHR119W","P38827"
"3478","YML087C","Q04516"
"3479","YMR066W","Q04748"
"3480","YLR090W","P39102"
"3481","YER006C-A","A0A023PXI8"
"3482","YPR196W","Q06595"
"3483","YLR052W","Q12345"
"3484","YMR225C","P19956"
"3485","YOR230W","Q12363"
"3486","YOL102C","Q12272"
"3487","YBR062C","P38239"
"3488","YBR169C","P32590"
"3489","YFR019W","P34756"
"3490","YDR004W","P25301"
"3491","YER076C","P40049"
"3492","YBR126W-B","A0A023PXH5"
"3493","YBR210W","P38312"
"3494","YPL206C","Q08959"
"3495","YJL170C","P46993"
"3496","YKR073C","P36153"
"3497","YNL322C","P17260"
"3498","YHR155W","P38851"
"3499","YNR043W","P32377"
"3500","YLR083C","P32802"
"3501","YGR082W","P35180"
"3502","YER004W","P40008"
"3503","YNL232W","P53859"
"3504","YMR251W-A","Q05827"
"3505","YNL209W","P40150"
"3506","YDR037W","P15180"
"3507","YHR153C","P17122"
"3508","YKR055W","Q00246"
"3509","YPR016C","Q12522"
"3510","YOR316C","P32798"
"3511","YLR060W","P15624"
"3512","YNL178W","P05750"
"3513","YHR206W","P38889"
"3514","YPL090C","P0CX37"
"3515","YPL090C","P0CX38"
"3516","YLR132C","Q12208"
"3517","YNL025C","P47821"
"3518","YDR483W","P27809"
"3519","YPR027C","Q12079"
"3520","YPL067C","Q02754"
"3521","YCR026C","P25353"
"3522","YDL214C","Q12310"
"3523","YLR326W","Q06170"
"3524","YMR080C","P30771"
"3525","YBL082C","P38179"
"3526","YGL092W","P49687"
"3527","YGL159W","P53110"
"3528","YDL017W","P06243"
"3529","YGL218W","P53084"
"3530","YDR527W","Q04418"
"3531","YBR093C","P00635"
"3532","YGL138C","P53122"
"3533","YDR391C","Q04170"
"3534","YOR131C","Q12486"
"3535","YDR345C","P32466"
"3536","YBR015C","P38069"
"3537","YLR303W","P06106"
"3538","YIL151C","P40456"
"3539","YDL185C-A","P0C5M4"
"3540","YLR016C","Q07930"
"3541","YLR127C","Q12440"
"3542","YOL116W","P22148"
"3543","YJL222W","P40890"
"3544","YPL155C","P28743"
"3545","YKR012C","P36109"
"3546","YNL186W","P53874"
"3547","YFR024C-A","P43603"
"3548","YPR110C","P07703"
"3549","YLR097C","Q12347"
"3550","YDR210C-C","Q12441"
"3551","YNL324W","P53825"
"3552","YMR238W","Q05031"
"3553","YCR034W","P25358"
"3554","YCR106W","P25611"
"3555","YLR414C","Q06991"
"3556","YDR392W","P06844"
"3557","YIL035C","P15790"
"3558","YBL032W","P38199"
"3559","YML049C","Q04693"
"3560","YDR416W","Q04048"
"3561","YKL083W","P36079"
"3562","YDL108W","P06242"
"3563","YBL022C","P36775"
"3564","YGR176W","P32475"
"3565","YMR240C","Q02554"
"3566","YIL089W","P40500"
"3567","YPR052C","P11632"
"3568","YGL071W","P22149"
"3569","YGR219W","P53307"
"3570","YPL115C","P32873"
"3571","YBL063W","P28742"
"3572","YMR049C","Q04660"
"3573","YMR045C","Q04214"
"3574","YIL046W","P39014"
"3575","YMR292W","Q03554"
"3576","YDR243C","P23394"
"3577","YDL008W","Q12157"
"3578","YNL126W","P53540"
"3579","YNR017W","P32897"
"3580","YOR383C","Q08907"
"3581","YOR246C","Q08651"
"3582","YLR095C","Q12072"
"3583","YNL050C","P53952"
"3584","YOR115C","Q99394"
"3585","YCR100C","P25606"
"3586","YNL096C","P48164"
"3587","YLL034C","Q07844"
"3588","YHR019C","P38707"
"3589","YLR075W","P41805"
"3590","YDL220C","P32797"
"3591","YKL033W-A","Q86ZR7"
"3592","YNL123W","P53920"
"3593","YPL084W","P48582"
"3594","YNL162W-A","Q3E7A8"
"3595","YMR122W-A","Q3E842"
"3596","YGR260W","P53322"
"3597","YFR031C-A","P0CX45"
"3598","YFR031C-A","P0CX46"
"3599","YDR012W","P49626"
"3600","YOR113W","P41696"
"3601","YCL005W","P25587"
"3602","YLR417W","Q06696"
"3603","YIR003W","P40563"
"3604","YJR146W","P47174"
"3605","YLR390W","Q06011"
"3606","YBR233W-A","P69850"
"3607","YKL022C","P09798"
"3608","YHR157W","P33323"
"3609","YAL014C","P31377"
"3610","YOL072W","Q08231"
"3611","YPL239W","P46683"
"3612","YJR055W","P46973"
"3613","YBR179C","P38297"
"3614","YLR226W","Q05949"
"3615","YFR048W","P43620"
"3616","YBR230W-A","Q3E762"
"3617","YIL074C","P40510"
"3618","YGR031W","P53219"
"3619","YOR322C","Q12502"
"3620","YDL145C","P53622"
"3621","YOR033C","P39875"
